modelParams|clParams|alpha,modelParams|sensorParams|encoders|timestamp_weekend:radius,modelParams|sensorParams|encoders|value:n,modelParams|spParams|synPermInactiveDec,modelParams|tmParams|activationThreshold,modelParams|tmParams|minThreshold,modelParams|tmParams|pamLength
0.03199623347319286,1,29,0.06265155177806427,12,10,2
